Disaster Type,Subregion,Start Year,Region
Flood,Latin America and the Caribbean,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Flood,Southern Europe,2013,Europe
Flood,Western Europe,2013,Europe
Storm,Western Europe,2013,Europe
Storm,Sub-Saharan Africa,2013,Africa
Flood,Eastern Asia,2013,Asia
Flood,Southern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Earthquake,South-eastern Asia,2013,Asia
Earthquake,Eastern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Flood,Northern America,2013,Americas
Flood,Western Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Storm,South-eastern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Flood,Southern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Earthquake,Australia and New Zealand,2013,Oceania
Storm,Eastern Asia,2013,Asia
Storm,South-eastern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Flood,Southern Asia,2013,Asia
Flood,Northern America,2013,Americas
Flood,Eastern Europe,2013,Europe
Flood,Southern Asia,2013,Asia
Flood,Northern Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Flood,Southern Asia,2013,Asia
Flood,Northern America,2013,Americas
Flood,Sub-Saharan Africa,2013,Africa
Flood,Northern America,2013,Americas
Flood,Eastern Europe,2013,Europe
Flood,Sub-Saharan Africa,2013,Africa
Storm,Eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Flood,Western Asia,2013,Asia
Flood,Sub-Saharan Africa,2013,Africa
Earthquake,Eastern Asia,2013,Asia
Wildfire,Northern America,2013,Americas
Extreme temperature,Eastern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Flood,Western Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Flood,Sub-Saharan Africa,2013,Africa
Wildfire,Southern Europe,2013,Europe
Flood,South-eastern Asia,2013,Asia
Storm,Northern America,2013,Americas
Storm,Latin America and the Caribbean,2013,Americas
Flood,Sub-Saharan Africa,2013,Africa
Flood,South-eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Storm,South-eastern Asia,2013,Asia
Flood,Southern Asia,2013,Asia
Flood,Southern Asia,2013,Asia
Flood,Eastern Europe,2013,Europe
Flood,Latin America and the Caribbean,2013,Americas
Flood,Northern America,2013,Americas
Volcanic activity,Latin America and the Caribbean,2013,Americas
Extreme temperature,Latin America and the Caribbean,2013,Americas
Storm,Latin America and the Caribbean,2013,Americas
Flood,South-eastern Asia,2013,Asia
Extreme temperature,Latin America and the Caribbean,2013,Americas
Flood,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Flood,Latin America and the Caribbean,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Storm,Eastern Asia,2013,Asia
Storm,South-eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Flood,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Wildfire,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Storm,South-eastern Asia,2013,Asia
Flood,Southern Europe,2013,Europe
Flood,South-eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Earthquake,Southern Asia,2013,Asia
Flood,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Earthquake,South-eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Storm,Western Europe,2013,Europe
Storm,Northern Europe,2013,Europe
Storm,Western Europe,2013,Europe
Storm,Northern Europe,2013,Europe
Storm,Western Europe,2013,Europe
Flood,Southern Asia,2013,Asia
Storm,Southern Asia,2013,Asia
Wildfire,Australia and New Zealand,2013,Oceania
Wildfire,Northern America,2013,Americas
Earthquake,Latin America and the Caribbean,2013,Americas
Storm,Latin America and the Caribbean,2013,Americas
Extreme temperature,Latin America and the Caribbean,2013,Americas
Storm,Latin America and the Caribbean,2013,Americas
Storm,Latin America and the Caribbean,2013,Americas
Earthquake,Latin America and the Caribbean,2013,Americas
Flood,Eastern Europe,2013,Europe
Flood,South-eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Storm,South-eastern Asia,2013,Asia
Flood,Melanesia,2013,Oceania
Storm,Australia and New Zealand,2013,Oceania
Flood,Sub-Saharan Africa,2013,Africa
Flood,South-eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Storm,South-eastern Asia,2013,Asia
Storm,South-eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Storm,South-eastern Asia,2013,Asia
Storm,Micronesia,2013,Oceania
Storm,South-eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Earthquake,South-eastern Asia,2013,Asia
Storm,South-eastern Asia,2013,Asia
Storm,Sub-Saharan Africa,2013,Africa
Storm,Northern America,2013,Americas
Flood,Southern Europe,2013,Europe
Flood,South-eastern Asia,2013,Asia
Flood,Western Asia,2013,Asia
Flood,Sub-Saharan Africa,2013,Africa
Flood,Southern Asia,2013,Asia
Earthquake,Eastern Asia,2013,Asia
Storm,Northern America,2013,Americas
Flood,Sub-Saharan Africa,2013,Africa
Storm,Southern Asia,2013,Asia
Earthquake,Southern Asia,2013,Asia
Flood,Sub-Saharan Africa,2013,Africa
Flood,Sub-Saharan Africa,2013,Africa
Storm,Eastern Europe,2013,Europe
Storm,Western Asia,2013,Asia
Flood,Western Asia,2013,Asia
Flood,Northern America,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Storm,Southern Asia,2013,Asia
Earthquake,Southern Asia,2013,Asia
Storm,Western Europe,2013,Europe
Storm,Western Europe,2013,Europe
Storm,Northern Europe,2013,Europe
Storm,Northern Europe,2013,Europe
Storm,Western Europe,2013,Europe
Storm,Eastern Europe,2013,Europe
Storm,Northern Europe,2013,Europe
Flood,Latin America and the Caribbean,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Storm,Western Asia,2013,Asia
Storm,Western Asia,2013,Asia
Extreme temperature,Northern America,2013,Americas
Extreme temperature,Northern America,2013,Americas
Storm,Western Europe,2013,Europe
Storm,Western Europe,2013,Europe
Storm,Southern Europe,2013,Europe
Storm,Western Europe,2013,Europe
Storm,Northern Europe,2013,Europe
Storm,Western Europe,2013,Europe
Storm,Southern Europe,2013,Europe
Flood,Latin America and the Caribbean,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Flood,South-eastern Asia,2013,Asia
Flood,Sub-Saharan Africa,2013,Africa
Flood,South-eastern Asia,2013,Asia
Flood,South-eastern Asia,2013,Asia
Volcanic activity,South-eastern Asia,2013,Asia
Volcanic activity,Latin America and the Caribbean,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Flood,Sub-Saharan Africa,2013,Africa
Flood,Northern Africa,2013,Africa
Storm,Western Europe,2013,Europe
Storm,Northern America,2013,Americas
Extreme temperature,Northern Europe,2013,Europe
Storm,Northern America,2013,Americas
Storm,Latin America and the Caribbean,2013,Americas
Flood,Latin America and the Caribbean,2013,Americas
Flood,South-eastern Asia,2013,Asia
Flood,Eastern Asia,2013,Asia
Earthquake,Eastern Asia,2013,Asia
Flood,Northern America,2013,Americas
Flood,South-eastern Asia,2013,Asia
Earthquake,Eastern Asia,2013,Asia
Earthquake,Eastern Asia,2013,Asia
Storm,Eastern Asia,2013,Asia
Extreme temperature,Western Asia,2013,Asia
Flood,Northern Europe,2013,Europe
Flood,Southern Asia,2013,Asia
Flood,Latin America and the Caribbean,2013,Americas
Storm,Northern America,2013,Americas
Storm,Northern America,2013,Americas
Earthquake,Eastern Asia,2013,Asia
Extreme temperature,Eastern Asia,2013,Asia
Drought,Eastern Asia,2013,Asia
Drought,Sub-Saharan Africa,2013,Africa
Drought,Micronesia,2013,Oceania
Drought,Latin America and the Caribbean,2013,Americas
Drought,Australia and New Zealand,2013,Oceania
Drought,Latin America and the Caribbean,2013,Americas
Drought,Latin America and the Caribbean,2013,Americas
Drought,Sub-Saharan Africa,2013,Africa
Drought,Latin America and the Caribbean,2013,Americas
Storm,Polynesia,2014,Oceania
Flood,Latin America and the Caribbean,2014,Americas
Wildfire,Australia and New Zealand,2014,Oceania
Flood,Latin America and the Caribbean,2014,Americas
Storm,Southern Europe,2014,Europe
Storm,Western Europe,2014,Europe
Storm,Northern Africa,2014,Africa
Storm,Southern Europe,2014,Europe
Extreme temperature,Northern America,2014,Americas
Extreme temperature,Northern America,2014,Americas
Extreme temperature,Australia and New Zealand,2014,Oceania
Storm,Sub-Saharan Africa,2014,Africa
Flood,South-eastern Asia,2014,Asia
Flood,Latin America and the Caribbean,2014,Americas
Storm,South-eastern Asia,2014,Asia
Flood,Southern Europe,2014,Europe
Flood,Western Europe,2014,Europe
Extreme temperature,Eastern Europe,2014,Europe
Extreme temperature,Eastern Europe,2014,Europe
Extreme temperature,Eastern Europe,2014,Europe
Flood,South-eastern Asia,2014,Asia
Flood,Northern Europe,2014,Europe
Flood,Latin America and the Caribbean,2014,Americas
Flood,Sub-Saharan Africa,2014,Africa
Volcanic activity,South-eastern Asia,2014,Asia
Flood,Southern Europe,2014,Europe
Extreme temperature,Southern Europe,2014,Europe
Extreme temperature,Southern Asia,2014,Asia
Storm,Northern America,2014,Americas
Earthquake,Southern Europe,2014,Europe
Storm,Northern America,2014,Americas
Storm,Northern America,2014,Americas
Earthquake,Southern Asia,2014,Asia
Storm,South-eastern Asia,2014,Asia
Flood,South-eastern Asia,2014,Asia
Flood,South-eastern Asia,2014,Asia
Flood,Sub-Saharan Africa,2014,Africa
Storm,Eastern Asia,2014,Asia
Wildfire,Australia and New Zealand,2014,Oceania
Flood,Sub-Saharan Africa,2014,Africa
Volcanic activity,South-eastern Asia,2014,Asia
Flood,Sub-Saharan Africa,2014,Africa
Storm,Western Europe,2014,Europe
Storm,Northern Europe,2014,Europe
Storm,Northern Europe,2014,Europe
Storm,Southern Europe,2014,Europe
Storm,Eastern Asia,2014,Asia
Storm,Northern America,2014,Americas
Storm,Eastern Asia,2014,Asia
Extreme temperature,Southern Europe,2014,Europe
Flood,South-eastern Asia,2014,Asia
Storm,Southern Asia,2014,Asia
Storm,Central Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Earthquake,Eastern Asia,2014,Asia
Extreme temperature,South-eastern Asia,2014,Asia
Flood,Melanesia,2014,Oceania
Storm,Sub-Saharan Africa,2014,Africa
Storm,Sub-Saharan Africa,2014,Africa
Earthquake,Latin America and the Caribbean,2014,Americas
Storm,Melanesia,2014,Oceania
Flood,Micronesia,2014,Oceania
Flood,Micronesia,2014,Oceania
Flood,Sub-Saharan Africa,2014,Africa
Storm,Northern America,2014,Americas
Flood,Latin America and the Caribbean,2014,Americas
Storm,Southern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Earthquake,Latin America and the Caribbean,2014,Americas
Wildfire,Latin America and the Caribbean,2014,Americas
Flood,Sub-Saharan Africa,2014,Africa
Flood,Central Asia,2014,Asia
Flood,Central Asia,2014,Asia
Storm,Northern America,2014,Americas
Earthquake,Latin America and the Caribbean,2014,Americas
Flood,Eastern Europe,2014,Europe
Flood,Southern Europe,2014,Europe
Flood,Eastern Europe,2014,Europe
Flood,Southern Europe,2014,Europe
Earthquake,Eastern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Flood,Southern Asia,2014,Asia
Storm,Southern Asia,2014,Asia
Flood,Latin America and the Caribbean,2014,Americas
Flood,Latin America and the Caribbean,2014,Americas
Earthquake,South-eastern Asia,2014,Asia
Flood,Southern Europe,2014,Europe
Flood,Southern Europe,2014,Europe
Flood,Southern Europe,2014,Europe
Wildfire,Northern America,2014,Americas
Flood,Southern Asia,2014,Asia
Earthquake,Eastern Asia,2014,Asia
Earthquake,Southern Europe,2014,Europe
Earthquake,Western Asia,2014,Asia
Earthquake,Eastern Asia,2014,Asia
Flood,Eastern Asia,2014,Asia
Flood,Southern Asia,2014,Asia
Storm,Southern Asia,2014,Asia
Storm,Latin America and the Caribbean,2014,Americas
Storm,Latin America and the Caribbean,2014,Americas
Flood,Southern Asia,2014,Asia
Flood,Latin America and the Caribbean,2014,Americas
Flood,Latin America and the Caribbean,2014,Americas
Flood,Latin America and the Caribbean,2014,Americas
Storm,Northern America,2014,Americas
Flood,Eastern Europe,2014,Europe
Flood,Central Asia,2014,Asia
Storm,Western Europe,2014,Europe
Storm,Western Europe,2014,Europe
Storm,Western Europe,2014,Europe
Flood,Eastern Europe,2014,Europe
Flood,Sub-Saharan Africa,2014,Africa
Flood,Eastern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Flood,Eastern Asia,2014,Asia
Flood,Eastern Asia,2014,Asia
Flood,Southern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Storm,South-eastern Asia,2014,Asia
Storm,South-eastern Asia,2014,Asia
Earthquake,Latin America and the Caribbean,2014,Americas
Earthquake,Latin America and the Caribbean,2014,Americas
Storm,Eastern Asia,2014,Asia
Flood,Sub-Saharan Africa,2014,Africa
Storm,Eastern Asia,2014,Asia
Storm,South-eastern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Storm,Southern Asia,2014,Asia
Flood,Latin America and the Caribbean,2014,Americas
Flood,Southern Asia,2014,Asia
Flood,South-eastern Asia,2014,Asia
Flood,Southern Europe,2014,Europe
Earthquake,Sub-Saharan Africa,2014,Africa
Flood,South-eastern Asia,2014,Asia
Storm,Northern America,2014,Americas
Flood,Northern Africa,2014,Africa
Flood,Eastern Asia,2014,Asia
Flood,Eastern Asia,2014,Asia
Flood,Southern Asia,2014,Asia
Flood,Southern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Flood,Southern Asia,2014,Asia
Flood,Latin America and the Caribbean,2014,Americas
Flood,Eastern Europe,2014,Europe
Flood,Eastern Europe,2014,Europe
Earthquake,Eastern Asia,2014,Asia
Earthquake,Southern Asia,2014,Asia
Earthquake,Latin America and the Caribbean,2014,Americas
Flood,Sub-Saharan Africa,2014,Africa
Flood,Southern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Earthquake,Northern Africa,2014,Africa
Flood,Southern Europe,2014,Europe
Flood,Southern Europe,2014,Europe
Storm,Northern America,2014,Americas
Earthquake,Sub-Saharan Africa,2014,Africa
Flood,Southern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Flood,Northern America,2014,Americas
Earthquake,Northern America,2014,Americas
Flood,Northern America,2014,Americas
Flood,Eastern Asia,2014,Asia
Storm,Southern Asia,2014,Asia
Flood,Eastern Asia,2014,Asia
Flood,Eastern Asia,2014,Asia
Storm,Latin America and the Caribbean,2014,Americas
Flood,Eastern Europe,2014,Europe
Flood,Southern Europe,2014,Europe
Flood,Southern Europe,2014,Europe
Flood,Southern Europe,2014,Europe
Storm,Eastern Asia,2014,Asia
Storm,South-eastern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Volcanic activity,South-eastern Asia,2014,Asia
Storm,Latin America and the Caribbean,2014,Americas
Earthquake,Latin America and the Caribbean,2014,Americas
Volcanic activity,Eastern Asia,2014,Asia
Flood,Southern Asia,2014,Asia
Flood,Southern Asia,2014,Asia
Flood,Eastern Asia,2014,Asia
Flood,South-eastern Asia,2014,Asia
Flood,Southern Europe,2014,Europe
Flood,Western Asia,2014,Asia
Flood,Eastern Europe,2014,Europe
Storm,Latin America and the Caribbean,2014,Americas
Storm,Western Europe,2014,Europe
Storm,Latin America and the Caribbean,2014,Americas
Storm,Latin America and the Caribbean,2014,Americas
Storm,Western Europe,2014,Europe
Flood,Eastern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Storm,South-eastern Asia,2014,Asia
Storm,South-eastern Asia,2014,Asia
Flood,Southern Asia,2014,Asia
Storm,Southern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Storm,Eastern Asia,2014,Asia
Flood,Sub-Saharan Africa,2014,Africa
Storm,Eastern Europe,2014,Europe
Flood,Melanesia,2014,Oceania
Flood,Eastern Asia,2014,Asia
Flood,Southern Asia,2014,Asia
Flood,Southern Asia,2014,Asia
Volcanic activity,Melanesia,2014,Oceania
Flood,South-eastern Asia,2014,Asia
Flood,South-eastern Asia,2014,Asia
Flood,South-eastern Asia,2014,Asia
Flood,South-eastern Asia,2014,Asia
Storm,Southern Asia,2014,Asia
Storm,Latin America and the Caribbean,2014,Americas
Flood,Southern Europe,2014,Europe
Storm,Melanesia,2014,Oceania
Flood,Sub-Saharan Africa,2014,Africa
Flood,Sub-Saharan Africa,2014,Africa
Flood,Latin America and the Caribbean,2014,Americas
Flood,Latin America and the Caribbean,2014,Americas
Flood,Sub-Saharan Africa,2014,Africa
Storm,Sub-Saharan Africa,2014,Africa
Flood,Latin America and the Caribbean,2014,Americas
Storm,Northern America,2014,Americas
Flood,Latin America and the Caribbean,2014,Americas
Flood,Latin America and the Caribbean,2014,Americas
Flood,Latin America and the Caribbean,2014,Americas
Flood,Southern Europe,2014,Europe
Earthquake,Eastern Asia,2014,Asia
Flood,Latin America and the Caribbean,2014,Americas
Flood,Latin America and the Caribbean,2014,Americas
Flood,Latin America and the Caribbean,2014,Americas
Flood,Sub-Saharan Africa,2014,Africa
Storm,Western Europe,2014,Europe
Storm,Southern Europe,2014,Europe
Storm,Northern America,2014,Americas
Flood,Western Europe,2014,Europe
Storm,Northern Africa,2014,Africa
Earthquake,Eastern Asia,2014,Asia
Earthquake,Eastern Asia,2014,Asia
Flood,South-eastern Asia,2014,Asia
Flood,South-eastern Asia,2014,Asia
Storm,South-eastern Asia,2014,Asia
Storm,South-eastern Asia,2014,Asia
Storm,Australia and New Zealand,2014,Oceania
